reduce1: bytes=4294967296 n=1073741824 blksize=64
  Device 0: Tesla V100-PCIE-32GB
    Compute Capability: 7.0
    Total Global Memory: 31.73 GB
    Clock Rate: 1380.00 MHz
    #SM: 80
    Max Threads per SM: 2048
    Max Threads per block: 1024
    #Threads per Warp: 32
Device results
kernel,trial,dresult,bytes,n,blksize,read,written,totalbytes, numFOps, ns, sec, Bytes/s, GB/s, FLOP/s, TFLOP/s
reduce1,0,42.000000,4294967296,1073741824,64,4363141376,68174084,4431315460,1073741824,29931379,0.029931,148049158042.467743,148.049158,35873449866.776932,0.035873
reduce1,1,42.000000,4294967296,1073741824,64,4363141376,68174084,4431315460,1073741824,29747344,0.029747,148965079369.774994,148.965079,36095384650.138855,0.036095
reduce1,2,42.000000,4294967296,1073741824,64,4363141376,68174084,4431315460,1073741824,29747578,0.029748,148963907582.661011,148.963908,36095100717.107117,0.036095
reduce1,3,42.000000,4294967296,1073741824,64,4363141376,68174084,4431315460,1073741824,28264109,0.028264,156782421833.994476,156.782422,37989586864.386917,0.037990
reduce1,4,42.000000,4294967296,1073741824,64,4363141376,68174084,4431315460,1073741824,27086062,0.027086,163601318641.299713,163.601319,39641858015.388138,0.039642
reduce1,5,42.000000,4294967296,1073741824,64,4363141376,68174084,4431315460,1073741824,27077938,0.027078,163650402774.391479,163.650403,39653751478.417595,0.039654
reduce1,6,42.000000,4294967296,1073741824,64,4363141376,68174084,4431315460,1073741824,27083165,0.027083,163618818553.887634,163.618819,39646098378.826851,0.039646
reduce1,7,42.000000,4294967296,1073741824,64,4363141376,68174084,4431315460,1073741824,27086043,0.027086,163601433402.435333,163.601433,39641885822.894096,0.039642
reduce1,8,42.000000,4294967296,1073741824,64,4363141376,68174084,4431315460,1073741824,26897823,0.026898,164746249538.484955,164.746250,39919283579.195236,0.039919
reduce1,9,42.000000,4294967296,1073741824,64,4363141376,68174084,4431315460,1073741824,26607019,0.026607,166546859683.905212,166.546860,40355585268.684181,0.040356
reduce1,10,42.000000,4294967296,1073741824,64,4363141376,68174084,4431315460,1073741824,26606130,0.026606,166552424572.833405,166.552425,40356933684.079575,0.040357
reduce1,11,42.000000,4294967296,1073741824,64,4363141376,68174084,4431315460,1073741824,26608013,0.026608,166540637964.961914,166.540638,40354077698.323433,0.040354
reduce1,12,42.000000,4294967296,1073741824,64,4363141376,68174084,4431315460,1073741824,26606249,0.026606,166551679644.883423,166.551680,40356753182.306908,0.040357
reduce1,13,42.000000,4294967296,1073741824,64,4363141376,68174084,4431315460,1073741824,26606807,0.026607,166548186710.265533,166.548187,40355906817.379478,0.040356
reduce1,14,42.000000,4294967296,1073741824,64,4363141376,68174084,4431315460,1073741824,26606013,0.026606,166553156987.482483,166.553157,40357111153.783165,0.040357
reduce1,15,42.000000,4294967296,1073741824,64,4363141376,68174084,4431315460,1073741824,26605956,0.026606,166553513807.209167,166.553514,40357197613.947792,0.040357
reduce1,16,42.000000,4294967296,1073741824,64,4363141376,68174084,4431315460,1073741824,26608851,0.026609,166535393053.987946,166.535393,40352806816.047791,0.040353
reduce1,17,42.000000,4294967296,1073741824,64,4363141376,68174084,4431315460,1073741824,26607283,0.026607,166545207190.076508,166.545207,40355184856.717613,0.040355
reduce1,18,42.000000,4294967296,1073741824,64,4363141376,68174084,4431315460,1073741824,26606741,0.026607,166548599845.430145,166.548600,40356006923.207916,0.040356
reduce1,19,42.000000,4294967296,1073741824,64,4363141376,68174084,4431315460,1073741824,26604805,0.026605,166560719388.847260,166.560719,40358943581.807877,0.040359
reduce1,20,42.000000,4294967296,1073741824,64,4363141376,68174084,4431315460,1073741824,26608340,0.026608,166538591283.785461,166.538591,40353581771.730217,0.040354
reduce1,21,42.000000,4294967296,1073741824,64,4363141376,68174084,4431315460,1073741824,26605559,0.026606,166555999067.713623,166.555999,40357799811.685966,0.040358
reduce1,22,42.000000,4294967296,1073741824,64,4363141376,68174084,4431315460,1073741824,26605650,0.026606,166555429391.877289,166.555429,40357661774.848572,0.040358
reduce1,23,42.000000,4294967296,1073741824,64,4363141376,68174084,4431315460,1073741824,26605724,0.026606,166554966141.872314,166.554966,40357549525.808807,0.040358
reduce1,24,42.000000,4294967296,1073741824,64,4363141376,68174084,4431315460,1073741824,26605402,0.026605,166556981924.197205,166.556982,40358037965.372597,0.040358
reduce1,25,42.000000,4294967296,1073741824,64,4363141376,68174084,4431315460,1073741824,26606024,0.026606,166553088127.711243,166.553088,40357094468.530891,0.040357
reduce1,26,42.000000,4294967296,1073741824,64,4363141376,68174084,4431315460,1073741824,26606177,0.026606,166552130356.796448,166.552130,40356862393.270554,0.040357
reduce1,27,42.000000,4294967296,1073741824,64,4363141376,68174084,4431315460,1073741824,26604634,0.026605,166561789949.826050,166.561790,40359202986.968361,0.040359
reduce1,28,42.000000,4294967296,1073741824,64,4363141376,68174084,4431315460,1073741824,26605687,0.026606,166555197766.552704,166.555198,40357605650.250641,0.040358
reduce1,29,42.000000,4294967296,1073741824,64,4363141376,68174084,4431315460,1073741824,26604257,0.026604,166564150241.068573,166.564150,40359774903.693047,0.040360
reduce1,-1,42.000000,4294967296,1073741824,64,4363141376,68174084,4431315460,1073741824,26604257,0.026604,166564150241.068573,166.564150,40359774903.693047,0.040360
