reduce8: bytes=4294967296 n=1073741824 blksize=256
  Device 0: Tesla V100-PCIE-32GB
    Compute Capability: 7.0
    Total Global Memory: 31.73 GB
    Clock Rate: 1380.00 MHz
    #SM: 80
    Max Threads per SM: 2048
    Max Threads per block: 1024
    #Threads per Warp: 32
Device results
kernel,trial,dresult,bytes,n,blksize,read,written,totalbytes, numFOps, ns, sec, Bytes/s, GB/s, FLOP/s, TFLOP/s
reduce8,0,42.000000,4294967296,1073741824,256,4295491648,524352,4296016000,1073741824,5169255,0.005169,831070628165.954224,831.070628,207716938707.802185,0.207717
reduce8,1,42.000000,4294967296,1073741824,256,4295491648,524352,4296016000,1073741824,4922399,0.004922,872748430186.175415,872.748430,218133845712.222839,0.218134
reduce8,2,42.000000,4294967296,1073741824,256,4295491648,524352,4296016000,1073741824,4923866,0.004924,872488406467.600952,872.488406,218068855651.230164,0.218069
reduce8,3,42.000000,4294967296,1073741824,256,4295491648,524352,4296016000,1073741824,4926396,0.004926,872040331309.135498,872.040331,217956864206.612671,0.217957
reduce8,4,42.000000,4294967296,1073741824,256,4295491648,524352,4296016000,1073741824,4929415,0.004929,871506253784.678223,871.506254,217823377419.024353,0.217823
reduce8,5,42.000000,4294967296,1073741824,256,4295491648,524352,4296016000,1073741824,4924073,0.004924,872451728477.624023,872.451728,218059688392.109528,0.218060
reduce8,6,42.000000,4294967296,1073741824,256,4295491648,524352,4296016000,1073741824,4925685,0.004926,872166206324.602539,872.166206,217988325278.616058,0.217988
reduce8,7,42.000000,4294967296,1073741824,256,4295491648,524352,4296016000,1073741824,4925706,0.004926,872162487976.342896,872.162488,217987395918.473419,0.217987
reduce8,8,42.000000,4294967296,1073741824,256,4295491648,524352,4296016000,1073741824,4924725,0.004925,872336221819.492554,872.336222,218030818776.682983,0.218031
reduce8,9,42.000000,4294967296,1073741824,256,4295491648,524352,4296016000,1073741824,4925906,0.004926,872127076724.566040,872.127077,217978545266.596649,0.217979
reduce8,10,42.000000,4294967296,1073741824,256,4295491648,524352,4296016000,1073741824,4927151,0.004927,871906706329.885132,871.906706,217923466116.626007,0.217923
reduce8,11,42.000000,4294967296,1073741824,256,4295491648,524352,4296016000,1073741824,4928040,0.004928,871749417618.363525,871.749418,217884153537.714783,0.217884
reduce8,12,42.000000,4294967296,1073741824,256,4295491648,524352,4296016000,1073741824,4914300,0.004914,874186761084.996826,874.186761,218493340658.893433,0.218493
reduce8,13,42.000000,4294967296,1073741824,256,4295491648,524352,4296016000,1073741824,4908744,0.004909,875176216156.312134,875.176216,218740644042.549408,0.218741
reduce8,14,42.000000,4294967296,1073741824,256,4295491648,524352,4296016000,1073741824,4914764,0.004915,874104229623.233154,874.104230,218472712830.158264,0.218473
reduce8,15,42.000000,4294967296,1073741824,256,4295491648,524352,4296016000,1073741824,4920854,0.004921,873022446916.734375,873.022447,218202333172.250183,0.218202
reduce8,16,42.000000,4294967296,1073741824,256,4295491648,524352,4296016000,1073741824,4913265,0.004913,874370912214.179321,874.370912,218539367202.868164,0.218539
reduce8,17,42.000000,4294967296,1073741824,256,4295491648,524352,4296016000,1073741824,4914819,0.004915,874094447832.158203,874.094448,218470267979.349792,0.218470
reduce8,18,42.000000,4294967296,1073741824,256,4295491648,524352,4296016000,1073741824,4911783,0.004912,874634730402.381348,874.634730,218605305649.699890,0.218605
reduce8,19,42.000000,4294967296,1073741824,256,4295491648,524352,4296016000,1073741824,4912552,0.004913,874497817020.562866,874.497817,218571085659.754852,0.218571
reduce8,20,42.000000,4294967296,1073741824,256,4295491648,524352,4296016000,1073741824,4910742,0.004911,874820139196.887085,874.820139,218651646533.253021,0.218652
reduce8,21,42.000000,4294967296,1073741824,256,4295491648,524352,4296016000,1073741824,4912789,0.004913,874455629989.401123,874.455630,218560541476.542145,0.218561
reduce8,22,42.000000,4294967296,1073741824,256,4295491648,524352,4296016000,1073741824,4913317,0.004913,874361658325.729736,874.361658,218537054295.499329,0.218537
reduce8,23,42.000000,4294967296,1073741824,256,4295491648,524352,4296016000,1073741824,4914159,0.004914,874211843776.320557,874.211844,218499609800.985260,0.218500
reduce8,24,42.000000,4294967296,1073741824,256,4295491648,524352,4296016000,1073741824,4916837,0.004917,873735696342.994385,873.735696,218380602000.839142,0.218381
reduce8,25,42.000000,4294967296,1073741824,256,4295491648,524352,4296016000,1073741824,4914711,0.004915,874113655919.951294,874.113656,218475068829.072540,0.218475
reduce8,26,42.000000,4294967296,1073741824,256,4295491648,524352,4296016000,1073741824,4915044,0.004915,874054433693.777710,874.054434,218460266886.725708,0.218460
reduce8,27,42.000000,4294967296,1073741824,256,4295491648,524352,4296016000,1073741824,4911829,0.004912,874626539319.670898,874.626539,218603258378.905273,0.218603
reduce8,28,42.000000,4294967296,1073741824,256,4295491648,524352,4296016000,1073741824,4911014,0.004911,874771686661.858398,874.771687,218639536356.442871,0.218640
reduce8,29,42.000000,4294967296,1073741824,256,4295491648,524352,4296016000,1073741824,4911674,0.004912,874654140319.573242,874.654140,218610156944.455170,0.218610
reduce8,-1,42.000000,4294967296,1073741824,256,4295491648,524352,4296016000,1073741824,4908744,0.004909,875176216156.312134,875.176216,218740644042.549408,0.218741
