reduce2: bytes=4294967296 n=1073741824 blksize=32
  Device 0: Tesla V100-PCIE-32GB
    Compute Capability: 7.0
    Total Global Memory: 31.73 GB
    Clock Rate: 1380.00 MHz
    #SM: 80
    Max Threads per SM: 2048
    Max Threads per block: 1024
    #Threads per Warp: 32
Device results
kernel,trial,dresult,bytes,n,blksize,read,written,totalbytes, numFOps, ns, sec, Bytes/s, GB/s, FLOP/s, TFLOP/s
reduce2,0,42.000000,4294967296,1073741824,32,4433514624,138547332,4572061956,1073741824,60580096,0.060580,75471355410.199417,75.471355,17724333484.053905,0.017724
reduce2,1,42.000000,4294967296,1073741824,32,4433514624,138547332,4572061956,1073741824,60439854,0.060440,75646475850.189835,75.646476,17765460254.089958,0.017765
reduce2,2,42.000000,4294967296,1073741824,32,4433514624,138547332,4572061956,1073741824,57171567,0.057172,79970905047.958542,79.970905,18781045899.966324,0.018781
reduce2,3,42.000000,4294967296,1073741824,32,4433514624,138547332,4572061956,1073741824,55064683,0.055065,83030750508.452026,83.030751,19499645970.902981,0.019500
reduce2,4,42.000000,4294967296,1073741824,32,4433514624,138547332,4572061956,1073741824,54749940,0.054750,83508072447.202682,83.508072,19611744305.107914,0.019612
reduce2,5,42.000000,4294967296,1073741824,32,4433514624,138547332,4572061956,1073741824,54190160,0.054190,84370704127.834274,84.370704,19814332048.475220,0.019814
reduce2,6,42.000000,4294967296,1073741824,32,4433514624,138547332,4572061956,1073741824,54072125,0.054072,84554878433.203796,84.554878,19857585105.079559,0.019858
reduce2,7,42.000000,4294967296,1073741824,32,4433514624,138547332,4572061956,1073741824,54067436,0.054067,84562211457.558289,84.562211,19859307254.740173,0.019859
reduce2,8,42.000000,4294967296,1073741824,32,4433514624,138547332,4572061956,1073741824,54072089,0.054072,84554934727.970291,84.554935,19857598325.820187,0.019858
reduce2,9,42.000000,4294967296,1073741824,32,4433514624,138547332,4572061956,1073741824,54077284,0.054077,84546811855.417877,84.546812,19855690681.506859,0.019856
reduce2,10,42.000000,4294967296,1073741824,32,4433514624,138547332,4572061956,1073741824,54064739,0.054065,84566429812.969223,84.566430,19860297929.117905,0.019860
reduce2,11,42.000000,4294967296,1073741824,32,4433514624,138547332,4572061956,1073741824,54070660,0.054071,84557169377.995392,84.557169,19858123129.993237,0.019858
reduce2,12,42.000000,4294967296,1073741824,32,4433514624,138547332,4572061956,1073741824,54074224,0.054074,84551596265.163239,84.551596,19856814292.887497,0.019857
reduce2,13,42.000000,4294967296,1073741824,32,4433514624,138547332,4572061956,1073741824,54070804,0.054071,84556944187.476852,84.556944,19858070244.341106,0.019858
reduce2,14,42.000000,4294967296,1073741824,32,4433514624,138547332,4572061956,1073741824,54070376,0.054070,84557613507.255798,84.557614,19858227433.077217,0.019858
reduce2,15,42.000000,4294967296,1073741824,32,4433514624,138547332,4572061956,1073741824,54072281,0.054072,84554634490.081894,84.554634,19857527815.406937,0.019858
reduce2,16,42.000000,4294967296,1073741824,32,4433514624,138547332,4572061956,1073741824,54064752,0.054065,84566409478.767242,84.566409,19860293153.661373,0.019860
reduce2,17,42.000000,4294967296,1073741824,32,4433514624,138547332,4572061956,1073741824,54066562,0.054067,84563578427.642578,84.563578,19859628285.593597,0.019860
reduce2,18,42.000000,4294967296,1073741824,32,4433514624,138547332,4572061956,1073741824,54071512,0.054072,84555837018.206558,84.555837,19857810227.315262,0.019858
reduce2,19,42.000000,4294967296,1073741824,32,4433514624,138547332,4572061956,1073741824,54073166,0.054073,84553250608.629059,84.553251,19857202812.944225,0.019857
reduce2,20,42.000000,4294967296,1073741824,32,4433514624,138547332,4572061956,1073741824,54069501,0.054070,84558981892.583038,84.558982,19858548796.298306,0.019859
reduce2,21,42.000000,4294967296,1073741824,32,4433514624,138547332,4572061956,1073741824,54067730,0.054068,84561751640.026306,84.561752,19859199267.289379,0.019859
reduce2,22,42.000000,4294967296,1073741824,32,4433514624,138547332,4572061956,1073741824,54068410,0.054068,84560688135.641495,84.560688,19858949504.895744,0.019859
reduce2,23,42.000000,4294967296,1073741824,32,4433514624,138547332,4572061956,1073741824,54066767,0.054067,84563257795.680664,84.563258,19859552985.663078,0.019860
reduce2,24,42.000000,4294967296,1073741824,32,4433514624,138547332,4572061956,1073741824,54071569,0.054072,84555747882.958603,84.555748,19857789294.037315,0.019858
reduce2,25,42.000000,4294967296,1073741824,32,4433514624,138547332,4572061956,1073741824,54065754,0.054066,84564842210.468384,84.564842,19859925083.075695,0.019860
reduce2,26,42.000000,4294967296,1073741824,32,4433514624,138547332,4572061956,1073741824,54061759,0.054062,84571091295.790054,84.571091,19861392671.296543,0.019861
reduce2,27,42.000000,4294967296,1073741824,32,4433514624,138547332,4572061956,1073741824,54067556,0.054068,84562023776.328995,84.562024,19859263178.087795,0.019859
reduce2,28,42.000000,4294967296,1073741824,32,4433514624,138547332,4572061956,1073741824,54076147,0.054076,84548589528.762100,84.548590,19856108165.398693,0.019856
reduce2,29,42.000000,4294967296,1073741824,32,4433514624,138547332,4572061956,1073741824,54071683,0.054072,84555569613.026474,84.555570,19857747427.613819,0.019858
reduce2,-1,42.000000,4294967296,1073741824,32,4433514624,138547332,4572061956,1073741824,54061759,0.054062,84571091295.790054,84.571091,19861392671.296543,0.019861
