reduce2: bytes=4294967296 n=1073741824 blksize=512
  Device 0: Tesla V100-PCIE-32GB
    Compute Capability: 7.0
    Total Global Memory: 31.73 GB
    Clock Rate: 1380.00 MHz
    #SM: 80
    Max Threads per SM: 2048
    Max Threads per block: 1024
    #Threads per Warp: 32
Device results
kernel,trial,dresult,bytes,n,blksize,read,written,totalbytes, numFOps, ns, sec, Bytes/s, GB/s, FLOP/s, TFLOP/s
reduce2,0,42.000000,4294967296,1073741824,512,4303372320,8405024,4311777344,1073741824,19180299,0.019180,224802405009.431793,224.802405,55981495596.080116,0.055981
reduce2,1,42.000000,4294967296,1073741824,512,4303372320,8405024,4311777344,1073741824,19046725,0.019047,226378936221.318878,226.378936,56374091818.934753,0.056374
reduce2,2,42.000000,4294967296,1073741824,512,4303372320,8405024,4311777344,1073741824,19045546,0.019046,226392950036.717255,226.392950,56377581614.094971,0.056378
reduce2,3,42.000000,4294967296,1073741824,512,4303372320,8405024,4311777344,1073741824,19046136,0.019046,226385936969.052399,226.385937,56375835182.527306,0.056376
reduce2,4,42.000000,4294967296,1073741824,512,4303372320,8405024,4311777344,1073741824,19047790,0.019048,226366278922.646698,226.366279,56370939830.815025,0.056371
reduce2,5,42.000000,4294967296,1073741824,512,4303372320,8405024,4311777344,1073741824,19046195,0.019046,226385235686.183014,226.385236,56375660545.321526,0.056376
reduce2,6,42.000000,4294967296,1073741824,512,4303372320,8405024,4311777344,1073741824,19045186,0.019045,226397229410.098724,226.397229,56378647286.511147,0.056379
reduce2,7,42.000000,4294967296,1073741824,512,4303372320,8405024,4311777344,1073741824,17661667,0.017662,244131957872.379791,244.131958,60795044091.817612,0.060795
reduce2,8,42.000000,4294967296,1073741824,512,4303372320,8405024,4311777344,1073741824,17410995,0.017411,247646808467.867584,247.646808,61670330960.407494,0.061670
reduce2,9,42.000000,4294967296,1073741824,512,4303372320,8405024,4311777344,1073741824,17409520,0.017410,247667790036.715515,247.667790,61675555902.747459,0.061676
reduce2,10,42.000000,4294967296,1073741824,512,4303372320,8405024,4311777344,1073741824,17410504,0.017411,247653792446.215210,247.653792,61672070147.998009,0.061672
reduce2,11,42.000000,4294967296,1073741824,512,4303372320,8405024,4311777344,1073741824,17410191,0.017410,247658244760.209717,247.658245,61673178887.009346,0.061673
reduce2,12,42.000000,4294967296,1073741824,512,4303372320,8405024,4311777344,1073741824,17410373,0.017410,247655655855.276611,247.655656,61672534184.075211,0.061673
reduce2,13,42.000000,4294967296,1073741824,512,4303372320,8405024,4311777344,1073741824,17393820,0.017394,247891339797.698242,247.891340,61731225458.237465,0.061731
reduce2,14,42.000000,4294967296,1073741824,512,4303372320,8405024,4311777344,1073741824,17331103,0.017331,248788397599.391113,248.788398,61954615583.324387,0.061955
reduce2,15,42.000000,4294967296,1073741824,512,4303372320,8405024,4311777344,1073741824,17142500,0.017143,251525585183.024628,251.525585,62636244655.096977,0.062636
reduce2,16,42.000000,4294967296,1073741824,512,4303372320,8405024,4311777344,1073741824,17144967,0.017145,251489393009.622009,251.489393,62627231886.768867,0.062627
reduce2,17,42.000000,4294967296,1073741824,512,4303372320,8405024,4311777344,1073741824,17082069,0.017082,252415403778.078674,252.415404,62857832034.281097,0.062858
reduce2,18,42.000000,4294967296,1073741824,512,4303372320,8405024,4311777344,1073741824,17045379,0.017045,252958725294.403839,252.958725,62993132860.231506,0.062993
reduce2,19,42.000000,4294967296,1073741824,512,4303372320,8405024,4311777344,1073741824,17050997,0.017051,252875379897.140350,252.875380,62972377744.245697,0.062972
reduce2,20,42.000000,4294967296,1073741824,512,4303372320,8405024,4311777344,1073741824,17051008,0.017051,252875216761.378571,252.875217,62972337119.306969,0.062972
reduce2,21,42.000000,4294967296,1073741824,512,4303372320,8405024,4311777344,1073741824,17052256,0.017052,252856709634.197388,252.856710,62967728375.647194,0.062968
reduce2,22,42.000000,4294967296,1073741824,512,4303372320,8405024,4311777344,1073741824,17052543,0.017053,252852453971.234680,252.852454,62966668607.726135,0.062967
reduce2,23,42.000000,4294967296,1073741824,512,4303372320,8405024,4311777344,1073741824,17052783,0.017053,252848895338.667023,252.848895,62965782418.036995,0.062966
reduce2,24,42.000000,4294967296,1073741824,512,4303372320,8405024,4311777344,1073741824,17053250,0.017053,252841971119.874512,252.841971,62964058112.090073,0.062964
reduce2,25,42.000000,4294967296,1073741824,512,4303372320,8405024,4311777344,1073741824,17053493,0.017053,252838368303.783875,252.838368,62963160919.584045,0.062963
reduce2,26,42.000000,4294967296,1073741824,512,4303372320,8405024,4311777344,1073741824,17057222,0.017057,252783093518.979828,252.783094,62949396097.441895,0.062949
reduce2,27,42.000000,4294967296,1073741824,512,4303372320,8405024,4311777344,1073741824,17055156,0.017055,252813714749.955994,252.813715,62957021559.931793,0.062957
reduce2,28,42.000000,4294967296,1073741824,512,4303372320,8405024,4311777344,1073741824,17054963,0.017055,252816575679.466461,252.816576,62957734003.879105,0.062958
reduce2,29,42.000000,4294967296,1073741824,512,4303372320,8405024,4311777344,1073741824,17053510,0.017054,252838116258.764313,252.838116,62963098153.987068,0.062963
reduce2,-1,42.000000,4294967296,1073741824,512,4303372320,8405024,4311777344,1073741824,17045379,0.017045,252958725294.403839,252.958725,62993132860.231506,0.062993
