reduce7: bytes=4294967296 n=1073741824 blksize=1024
  Device 0: Tesla V100-PCIE-32GB
    Compute Capability: 7.0
    Total Global Memory: 31.73 GB
    Clock Rate: 1380.00 MHz
    #SM: 80
    Max Threads per SM: 2048
    Max Threads per block: 1024
    #Threads per Warp: 32
Device results
kernel,trial,dresult,bytes,n,blksize,read,written,totalbytes, numFOps, ns, sec, Bytes/s, GB/s, FLOP/s, TFLOP/s
reduce7,0,42.000000,4294967296,1073741824,1024,4295229456,262160,4295491616,1073741824,5145242,0.005145,834847343623.487427,834.847344,208686359941.864716,0.208686
reduce7,1,42.000000,4294967296,1073741824,1024,4295229456,262160,4295491616,1073741824,4930022,0.004930,871292585712.599243,871.292586,217796558311.504486,0.217797
reduce7,2,42.000000,4294967296,1073741824,1024,4295229456,262160,4295491616,1073741824,4932134,0.004932,870919487588.942139,870.919488,217703295165.946411,0.217703
reduce7,3,42.000000,4294967296,1073741824,1024,4295229456,262160,4295491616,1073741824,4930490,0.004930,871209882993.373901,871.209883,217775885155.430786,0.217776
reduce7,4,42.000000,4294967296,1073741824,1024,4295229456,262160,4295491616,1073741824,4930759,0.004931,871162353706.599731,871.162354,217764004284.127472,0.217764
reduce7,5,42.000000,4294967296,1073741824,1024,4295229456,262160,4295491616,1073741824,4933790,0.004934,870627168160.785034,870.627168,217630224229.243622,0.217630
reduce7,6,42.000000,4294967296,1073741824,1024,4295229456,262160,4295491616,1073741824,4929999,0.004930,871296650567.271973,871.296651,217797574401.130707,0.217798
reduce7,7,42.000000,4294967296,1073741824,1024,4295229456,262160,4295491616,1073741824,4925262,0.004925,872134642989.550659,872.134643,218007046934.762054,0.218007
reduce7,8,42.000000,4294967296,1073741824,1024,4295229456,262160,4295491616,1073741824,4918683,0.004919,873301169439.055054,873.301169,218298642949.748932,0.218299
reduce7,9,42.000000,4294967296,1073741824,1024,4295229456,262160,4295491616,1073741824,4921447,0.004921,872810703031.039429,872.810703,218176041314.678406,0.218176
reduce7,10,42.000000,4294967296,1073741824,1024,4295229456,262160,4295491616,1073741824,4919133,0.004919,873221280254.061035,873.221280,218278673091.376068,0.218279
reduce7,11,42.000000,4294967296,1073741824,1024,4295229456,262160,4295491616,1073741824,4921424,0.004921,872814782063.077759,872.814782,218177060948.213379,0.218177
reduce7,12,42.000000,4294967296,1073741824,1024,4295229456,262160,4295491616,1073741824,4919749,0.004920,873111944532.129517,873.111945,218251342497.350983,0.218251
reduce7,13,42.000000,4294967296,1073741824,1024,4295229456,262160,4295491616,1073741824,4921119,0.004921,872868877180.169800,872.868877,218190583076.735199,0.218191
reduce7,14,42.000000,4294967296,1073741824,1024,4295229456,262160,4295491616,1073741824,4918916,0.004919,873259802769.553345,873.259803,218288302544.707031,0.218288
reduce7,15,42.000000,4294967296,1073741824,1024,4295229456,262160,4295491616,1073741824,4921114,0.004921,872869764041.231323,872.869764,218190804764.937378,0.218191
reduce7,16,42.000000,4294967296,1073741824,1024,4295229456,262160,4295491616,1073741824,4919319,0.004919,873188263660.071655,873.188264,218270419950.403687,0.218270
reduce7,17,42.000000,4294967296,1073741824,1024,4295229456,262160,4295491616,1073741824,4924201,0.004924,872322558725.770996,872.322559,218054020134.434021,0.218054
reduce7,18,42.000000,4294967296,1073741824,1024,4295229456,262160,4295491616,1073741824,4921351,0.004921,872827728808.613770,872.827729,218180297239.518158,0.218180
reduce7,19,42.000000,4294967296,1073741824,1024,4295229456,262160,4295491616,1073741824,4920685,0.004921,872945863431.615723,872.945863,218209827290.306122,0.218210
reduce7,20,42.000000,4294967296,1073741824,1024,4295229456,262160,4295491616,1073741824,4922204,0.004922,872676470946.754639,872.676471,218142487389.795288,0.218142
reduce7,21,42.000000,4294967296,1073741824,1024,4295229456,262160,4295491616,1073741824,4919753,0.004920,873111234649.381836,873.111235,218251165048.326630,0.218251
reduce7,22,42.000000,4294967296,1073741824,1024,4295229456,262160,4295491616,1073741824,4920977,0.004921,872894064735.519043,872.894065,218196879196.956207,0.218197
reduce7,23,42.000000,4294967296,1073741824,1024,4295229456,262160,4295491616,1073741824,4921079,0.004921,872875972119.122681,872.875972,218192356594.966278,0.218192
reduce7,24,42.000000,4294967296,1073741824,1024,4295229456,262160,4295491616,1073741824,4918052,0.004918,873413216452.367676,873.413216,218326651283.882324,0.218327
reduce7,25,42.000000,4294967296,1073741824,1024,4295229456,262160,4295491616,1073741824,4918323,0.004918,873365091312.628418,873.365091,218314621467.520538,0.218315
reduce7,26,42.000000,4294967296,1073741824,1024,4295229456,262160,4295491616,1073741824,4920957,0.004921,872897612395.312500,872.897612,218197766003.645233,0.218198
reduce7,27,42.000000,4294967296,1073741824,1024,4295229456,262160,4295491616,1073741824,4919918,0.004920,873081952991.899536,873.081953,218243845527.506775,0.218244
reduce7,28,42.000000,4294967296,1073741824,1024,4295229456,262160,4295491616,1073741824,4922273,0.004922,872664237842.964111,872.664238,218139429487.149567,0.218139
reduce7,29,42.000000,4294967296,1073741824,1024,4295229456,262160,4295491616,1073741824,4922486,0.004922,872626476946.811035,872.626477,218129990415.412048,0.218130
reduce7,-1,42.000000,4294967296,1073741824,1024,4295229456,262160,4295491616,1073741824,4918052,0.004918,873413216452.367676,873.413216,218326651283.882324,0.218327
