reduce6: bytes=4294967296 n=1073741824 blksize=1024
  Device 0: Tesla V100-PCIE-32GB
    Compute Capability: 7.0
    Total Global Memory: 31.73 GB
    Clock Rate: 1380.00 MHz
    #SM: 80
    Max Threads per SM: 2048
    Max Threads per block: 1024
    #Threads per Warp: 32
Device results
kernel,trial,dresult,bytes,n,blksize,read,written,totalbytes, numFOps, ns, sec, Bytes/s, GB/s, FLOP/s, TFLOP/s
reduce6,0,42.000000,4294967296,1073741824,1024,4295491648,524352,4296016000,1073741824,5134004,0.005134,836776909406.381470,836.776909,209143160776.656952,0.209143
reduce6,1,42.000000,4294967296,1073741824,1024,4295491648,524352,4296016000,1073741824,4904120,0.004904,876001402902.049805,876.001403,218946890369.729950,0.218947
reduce6,2,42.000000,4294967296,1073741824,1024,4295491648,524352,4296016000,1073741824,4901112,0.004901,876539038487.592163,876.539038,219081266455.449280,0.219081
reduce6,3,42.000000,4294967296,1073741824,1024,4295491648,524352,4296016000,1073741824,4900891,0.004901,876578564999.711304,876.578565,219091145671.266724,0.219091
reduce6,4,42.000000,4294967296,1073741824,1024,4295491648,524352,4296016000,1073741824,4903159,0.004903,876173095753.166504,876.173096,218989803104.488373,0.218990
reduce6,5,42.000000,4294967296,1073741824,1024,4295491648,524352,4296016000,1073741824,4904143,0.004904,875997294532.398438,875.997295,218945863528.041504,0.218946
reduce6,6,42.000000,4294967296,1073741824,1024,4295491648,524352,4296016000,1073741824,4903259,0.004903,876155226554.420166,876.155227,218985336895.317993,0.218985
reduce6,7,42.000000,4294967296,1073741824,1024,4295491648,524352,4296016000,1073741824,4904121,0.004904,876001224276.480957,876.001224,218946845724.238861,0.218947
reduce6,8,42.000000,4294967296,1073741824,1024,4295491648,524352,4296016000,1073741824,4902908,0.004903,876217950652.959351,876.217951,219001014092.044952,0.219001
reduce6,9,42.000000,4294967296,1073741824,1024,4295491648,524352,4296016000,1073741824,4902181,0.004902,876347894947.167358,876.347895,219033492235.394806,0.219033
reduce6,10,42.000000,4294967296,1073741824,1024,4295491648,524352,4296016000,1073741824,4904568,0.004905,875921385940.617065,875.921386,218926891012.623352,0.218927
reduce6,11,42.000000,4294967296,1073741824,1024,4295491648,524352,4296016000,1073741824,4903099,0.004903,876183817622.283325,876.183818,218992482917.436493,0.218992
reduce6,12,42.000000,4294967296,1073741824,1024,4295491648,524352,4296016000,1073741824,4905119,0.004905,875822992265.834839,875.822992,218902298598.668030,0.218902
reduce6,13,42.000000,4294967296,1073741824,1024,4295491648,524352,4296016000,1073741824,4903866,0.004904,876046776155.792236,876.046776,218958230914.139984,0.218958
reduce6,14,42.000000,4294967296,1073741824,1024,4295491648,524352,4296016000,1073741824,4903810,0.004904,876056780340.184570,876.056780,218960731349.705658,0.218961
reduce6,15,42.000000,4294967296,1073741824,1024,4295491648,524352,4296016000,1073741824,4902882,0.004903,876222597239.745972,876.222597,219002175455.171051,0.219002
reduce6,16,42.000000,4294967296,1073741824,1024,4295491648,524352,4296016000,1073741824,4902172,0.004902,876349503852.578003,876.349504,219033894363.559662,0.219034
reduce6,17,42.000000,4294967296,1073741824,1024,4295491648,524352,4296016000,1073741824,4902174,0.004902,876349146317.531860,876.349146,219033805001.617676,0.219034
reduce6,18,42.000000,4294967296,1073741824,1024,4295491648,524352,4296016000,1073741824,4903924,0.004904,876036414919.970337,876.036415,218955641237.506958,0.218956
reduce6,19,42.000000,4294967296,1073741824,1024,4295491648,524352,4296016000,1073741824,4903208,0.004903,876164339754.707520,876.164340,218987614639.232117,0.218988
reduce6,20,42.000000,4294967296,1073741824,1024,4295491648,524352,4296016000,1073741824,4903011,0.004903,876199543505.001343,876.199544,218996413428.401459,0.218996
reduce6,21,42.000000,4294967296,1073741824,1024,4295491648,524352,4296016000,1073741824,4903584,0.004904,876097156691.921631,876.097157,218970822973.563843,0.218971
reduce6,22,42.000000,4294967296,1073741824,1024,4295491648,524352,4296016000,1073741824,4902165,0.004902,876350755227.537231,876.350755,219034207130.930939,0.219034
reduce6,23,42.000000,4294967296,1073741824,1024,4295491648,524352,4296016000,1073741824,4901153,0.004901,876531705906.752930,876.531706,219079433757.730072,0.219079
reduce6,24,42.000000,4294967296,1073741824,1024,4295491648,524352,4296016000,1073741824,4903121,0.004903,876179886239.805298,876.179886,218991500311.740234,0.218992
reduce6,25,42.000000,4294967296,1073741824,1024,4295491648,524352,4296016000,1073741824,4902342,0.004902,876319114415.110229,876.319114,219026298858.790375,0.219026
reduce6,26,42.000000,4294967296,1073741824,1024,4295491648,524352,4296016000,1073741824,4903723,0.004904,876072323008.457153,876.072323,218964616068.240417,0.218965
reduce6,27,42.000000,4294967296,1073741824,1024,4295491648,524352,4296016000,1073741824,4904780,0.004905,875883525866.603638,875.883526,218917428304.633423,0.218917
reduce6,28,42.000000,4294967296,1073741824,1024,4295491648,524352,4296016000,1073741824,4902395,0.004902,876309640492.045166,876.309640,219023930956.195892,0.219024
reduce6,29,42.000000,4294967296,1073741824,1024,4295491648,524352,4296016000,1073741824,4900558,0.004901,876638129780.322998,876.638130,219106033231.317719,0.219106
reduce6,-1,42.000000,4294967296,1073741824,1024,4295491648,524352,4296016000,1073741824,4900558,0.004901,876638129780.322998,876.638130,219106033231.317719,0.219106
